radiation_level,pressure,alien_prob,flare_prob,growth_potential,h2o,target
84.18799999999999,0.569,5.569,12.253,3.2230000000000003,0,non_habitable
55.59,0.387,6.5,16.275,2.6,0,non_habitable
84.86,0.78,6.8,13.15,,1,potentially_habitable
31.575,1.1840000000000002,1.541,10.6055,,1,very_habitable
39.656,0.446,0.486,12.649000000000001,4.953,1,very_habitable
20.07,0.941,9.7,6.745,3.3,1,potentially_habitable
72.18,0.611,5.7,15.525,3.3,0,non_habitable
45.718999999999994,0.516,0.39799999999999996,16.105999999999998,5.352,1,very_habitable
20.868000000000002,1.064,4.236000000000001,11.458,,1,very_habitable
94.72,0.593,13.2,14.95,,0,non_habitable
79.63,0.937,10.7,10.155,3.9,1,potentially_habitable
62.93,0.53,5.7,11.65,3.3,0,non_habitable
64.17399999999999,0.17868924,5.8,18.0,2.8689999999999998,0,non_habitable
25.1,0.81,-0.7,8.35,4.6,1,very_habitable
58.49,0.988,1.2,5.6,4.5,1,potentially_habitable
84.193,0.564902673,4.7,11.05,4.28,1,very_habitable
58.534,0.011147361000000001,2.8,19.8,2.648,0,non_habitable
68.5,0.7170000000000001,7.8,9.8,3.7,0,non_habitable
56.89,0.785,3.4,7.1,4.3,1,potentially_habitable
74.188,0.795,4.279,8.905,4.148,1,potentially_habitable
83.36,0.535,10.1,15.73,3.7,0,non_habitable
79.5,0.625,2.096,20.658,2.682,0,non_habitable
68.375,0.489,5.143,13.997,2.889,0,non_habitable
23.5,0.711,0.3,12.3,5.2,1,very_habitable
53.726000000000006,0.21899999999999997,9.463,21.7195,,1,very_habitable
72.99,0.606,6.6,17.785,3.0,0,non_habitable
59.72,0.29600000000000004,7.3,13.45,3.6,1,very_habitable
75.83,0.5710000000000001,-9.4,34.61,2.8,0,non_habitable
73.821,0.46399999999999997,16.695,15.1565,,0,non_habitable
53.056999999999995,0.21218760399999997,2.2,15.4,2.9330000000000003,0,non_habitable
68.063,0.625,2.214,9.7,3.863,1,very_habitable
78.563,0.595,4.461,12.97,4.102,0,non_habitable
61.403999999999996,0.59,8.033,10.9355,,0,non_habitable
83.87,0.35200000000000004,7.3,12.55,3.8,1,very_habitable
50.6,0.7170000000000001,-0.2,16.1,3.4,1,very_habitable
77.438,0.705,-1.06,42.174,1.9409999999999998,0,non_habitable
16.672,0.8320000000000001,-0.616,6.524,5.586,1,very_habitable
94.75,0.446,2.716,13.739,4.785,1,very_habitable
94.93799999999999,0.562,6.042999999999999,16.955,3.318,0,non_habitable
89.78,0.5539999999999999,5.3,12.21,,0,non_habitable
71.43,0.7659999999999999,5.2,12.635,,1,potentially_habitable
58.57,0.260548373,9.2,12.3,3.159,0,non_habitable
26.018,1.642,4.279,4.5215,,1,very_habitable
69.5,0.26899999999999996,6.086,22.478,2.617,0,non_habitable
77.82,0.866,8.2,10.7,4.0,1,potentially_habitable
56.131,0.8190000000000001,7.042000000000001,12.475999999999999,,1,potentially_habitable
72.39,0.496,4.6,12.795,5.1,1,very_habitable
37.2,0.884,3.6,8.495,3.3,1,potentially_habitable
39.5,0.22699999999999998,0.945,16.535999999999998,5.047,1,very_habitable
58.67,0.693,6.2,12.7,3.6,1,potentially_habitable
55.97,0.35200000000000004,6.1,14.46,3.0,0,non_habitable
32.69,0.667,6.2,6.42,4.4,1,potentially_habitable
59.563,0.93,6.4110000000000005,10.581,3.4589999999999996,1,potentially_habitable
42.031000000000006,0.106,1.723,18.688,5.297000000000001,1,very_habitable
38.21,0.745,0.5,17.25,3.2,1,very_habitable
46.068999999999996,0.868,7.647,7.3315,,0,non_habitable
95.12,0.474,8.1,21.93,3.5,0,non_habitable
60.63,0.74,9.1,9.33,4.7,0,non_habitable
73.44,0.585,12.6,16.7,3.5,0,non_habitable
70.96600000000001,0.461648568,5.5,12.65,3.025,0,non_habitable
26.37,0.89,2.4,6.1,4.5,1,very_habitable
71.624,0.677,12.645999999999999,20.172,,0,non_habitable
50.16,0.982,7.2,8.38,4.7,1,potentially_habitable
33.38,1.072,2.6,4.5,4.6,1,potentially_habitable
70.188,0.649,3.398,14.082,2.91,0,non_habitable
39.73,0.732,2.0,8.185,,1,very_habitable
41.906000000000006,0.8909999999999999,0.7929999999999999,13.074000000000002,4.593999999999999,1,very_habitable
70.73,0.24100000000000002,-4.0,41.445,2.3,0,non_habitable
85.5,0.6409999999999999,3.638,12.036,3.1310000000000002,0,non_habitable
74.76,0.418,10.1,13.45,3.4,0,non_habitable
22.444000000000003,0.685920792,4.6,6.4,4.177,1,very_habitable
73.741,0.779307828,11.0,13.0,3.693,0,non_habitable
59.733999999999995,0.578868329,6.5,16.15,3.5239999999999996,0,potentially_habitable
80.563,0.72,1.565,8.933,5.4879999999999995,1,very_habitable
45.65,0.946,-2.7,9.75,3.8,1,potentially_habitable
116.51,0.932,3.0,5.2,3.8,1,very_habitable
89.65,0.268,-3.4,28.0,2.4,0,non_habitable
53.09,0.196,4.7,22.525,3.0,1,very_habitable
98.18799999999999,0.484,0.99,12.242,5.039,1,very_habitable
100.5,0.38,13.8,18.12,3.2,0,non_habitable
18.19,0.855,5.6,3.285,6.2,1,very_habitable
85.77,0.997,8.5,11.15,4.3,1,potentially_habitable
154.37,0.39,3.1,31.45,3.4,0,non_habitable
23.76,0.983,4.4,7.42,,1,very_habitable
37.21,0.764,2.7,7.73,5.6,1,very_habitable
85.47,0.61,-2.5,21.35,3.0,1,potentially_habitable
115.6,0.885,3.6,8.76,3.9,1,potentially_habitable
74.141,0.380753771,4.3,12.65,3.0469999999999997,0,non_habitable
75.06,0.48100000000000004,8.8,12.305,3.2,0,non_habitable
55.63,0.36200000000000004,0.9,11.85,2.9,0,non_habitable
68.96,0.5489999999999999,10.7,15.75,3.7,0,non_habitable
71.798,0.421768401,9.8,13.1,3.388,0,non_habitable
89.0,0.607,3.2230000000000003,11.620999999999999,3.3689999999999998,0,non_habitable
85.18799999999999,0.799,5.84,10.127,3.775,1,potentially_habitable
58.49,0.679,-1.4,20.12,,0,non_habitable
31.22,0.851,0.5,7.01,,1,very_habitable
48.45,1.0070000000000001,3.5,5.05,4.4,1,potentially_habitable
15.68,0.56,3.7,14.02,5.2,1,very_habitable
32.14,0.79,-2.3,8.15,4.6,1,potentially_habitable
38.375,1.0090000000000001,0.654,7.11,3.74,1,potentially_habitable
67.625,0.597,2.454,8.337,3.574,0,non_habitable
70.41,0.5670000000000001,7.0,11.0,3.2,0,non_habitable
38.656,0.314,0.292,17.824,5.632999999999999,1,very_habitable
76.99,0.49,6.9,13.55,3.3,0,non_habitable
34.97,0.866,2.9,6.95,4.7,1,potentially_habitable
63.1,0.753,4.9,20.55,3.8,0,non_habitable
46.04,0.645,-17.8,28.075,2.3,1,very_habitable
49.95,0.698,1.6,7.9,3.6,0,non_habitable
37.19,0.436,4.2,10.8,4.6,1,very_habitable
24.51,0.809,4.3,11.98,2.5,1,potentially_habitable
77.016,1.12083706,8.3,7.25,4.147,1,potentially_habitable
58.39,0.36200000000000004,1.3,18.575,2.7,0,non_habitable
64.39,0.605,3.8,15.3,3.0,0,non_habitable
18.085,1.069,5.282,3.398,,1,potentially_habitable
63.21,0.607,-0.6,16.415,3.1,0,non_habitable
37.72,0.94767874,0.0,8.1,4.598,1,very_habitable
93.43799999999999,0.516,2.6710000000000003,42.934,2.004,0,non_habitable
78.44,0.504,13.5,13.815,4.1,0,non_habitable
92.94,0.516,12.1,14.85,3.7,0,non_habitable
69.688,0.778,3.549,10.806,3.1430000000000002,0,non_habitable
95.66,0.584,13.7,14.61,,0,non_habitable
52.75,0.9179999999999999,1.9,8.955,3.6,1,potentially_habitable
235.25,0.526,-0.1,5.85,4.6,1,potentially_habitable
56.83,0.894,5.0,7.2,3.8,1,potentially_habitable
60.771,0.17231096899999998,7.5,14.25,3.022,0,non_habitable
55.718999999999994,0.004321374,2.9,19.85,2.676,0,non_habitable
57.428000000000004,0.159,9.133,22.2145,,1,very_habitable
64.99,0.64,10.6,11.3,3.8,0,non_habitable
48.45,0.642,-5.6,9.0,4.5,0,non_habitable
86.7,0.52,4.8,11.29,,0,non_habitable
51.75,0.993,-4.6,9.235,4.0,1,potentially_habitable
67.06,0.607,-13.2,25.315,3.2,0,non_habitable
69.72,0.7020000000000001,-19.0,38.6,1.5,0,non_habitable
60.4,0.33799999999999997,1.2,15.91,2.7,0,non_habitable
34.785,1.097,7.4270000000000005,4.6905,,1,potentially_habitable
100.52,0.6970000000000001,10.3,16.085,,1,potentially_habitable
66.4,0.606,4.5,10.65,3.1,0,non_habitable
78.97,0.721,8.5,20.405,,0,non_habitable
41.593999999999994,0.643,2.044,16.266,4.875,1,very_habitable
68.813,0.78,4.635,10.745999999999999,4.039,0,non_habitable
76.27199999999999,0.988,5.062,8.459,,1,very_habitable
66.813,0.46299999999999997,2.855,12.282,2.58,0,non_habitable
234.8,0.515,4.7,11.41,4.8,1,very_habitable
78.003,0.624591459,1.1,20.15,3.366,0,non_habitable
36.469,0.9670000000000001,0.16899999999999998,4.567,4.125,1,potentially_habitable
64.143,0.677,11.982999999999999,12.2065,,1,potentially_habitable
19.037,1.4509999999999998,2.056,7.122000000000001,,1,very_habitable
46.906000000000006,0.752,2.612,4.273,4.285,1,potentially_habitable
74.138,0.42200000000000004,14.525,22.5445,,0,non_habitable
63.82,0.467,11.2,10.655,,1,very_habitable
67.56,0.512,3.2,12.7,2.9,0,non_habitable
57.433,0.862,8.389,11.9675,,1,potentially_habitable
70.125,0.68,5.487,13.312000000000001,3.063,0,non_habitable
20.93,0.489,-9.8,16.2,4.4,1,very_habitable
75.609,0.247482261,5.1,16.25,2.781,0,non_habitable
94.18,0.46399999999999997,11.8,22.9,3.5,0,non_habitable
75.855,1.249,3.73,6.252999999999999,,1,very_habitable
54.121,0.640580806,0.4,8.7,3.4960000000000004,1,potentially_habitable
11.587,1.3359999999999999,5.557,6.5065,,1,very_habitable
55.063,0.685,2.932,10.984000000000002,3.4610000000000003,1,potentially_habitable
29.430999999999997,0.59,10.544,15.877,,1,very_habitable
100.45700000000001,0.444513206,-6.4,29.0,2.722,0,non_habitable
45.87,0.94,2.7,7.445,4.2,1,potentially_habitable
84.66,0.5670000000000001,0.2,30.2,3.1,0,non_habitable
25.9,0.866,1.8,8.1,5.1,1,potentially_habitable
70.0,0.725,4.598,13.908,3.2969999999999997,0,non_habitable
86.01,0.522,5.6,17.82,,0,non_habitable
26.578000000000003,0.81,1.2109999999999999,10.41,4.207,1,potentially_habitable
96.204,0.884398826,8.0,10.0,3.6830000000000003,1,potentially_habitable
67.564,0.519,4.621,13.9615,,1,very_habitable
88.2,0.575,11.2,13.455,,0,non_habitable
53.843999999999994,0.7879999999999999,5.791,10.078,3.162,1,potentially_habitable
31.109,0.6709999999999999,1.659,6.056,4.789,1,very_habitable
43.27,1.06,1.9,7.05,3.7,1,potentially_habitable
74.9,0.782,9.3,11.75,4.084,0,non_habitable
49.553999999999995,0.7040000000000001,11.38,11.298,,0,non_habitable
103.5,0.44799999999999995,7.8260000000000005,19.762,3.15,0,non_habitable
64.06,0.638,5.9,12.95,3.5,1,potentially_habitable
77.7,0.371,7.5,16.85,2.9,0,non_habitable
70.25,0.401,2.333,13.585,2.9810000000000003,0,non_habitable
75.813,0.733,1.94,19.935,2.969,1,potentially_habitable
35.03,0.9790000000000001,0.2,5.1,4.2,1,potentially_habitable
36.917,1.02,4.677,5.6255,,1,potentially_habitable
53.57,0.524,3.7,10.93,,1,potentially_habitable
35.876,0.127,8.783,21.7295,,1,very_habitable
26.393,0.657820456,6.0,10.4,3.97,1,very_habitable
33.906,0.6409999999999999,1.365,4.739,4.879,0,very_habitable
23.93,0.915,1.0,7.5,,1,very_habitable
80.688,0.591,4.974,12.799000000000001,3.75,0,non_habitable
49.55,0.955,5.7,5.75,4.2,1,potentially_habitable
66.41,0.721,9.0,12.185,,0,non_habitable
18.813,0.799,0.198,7.566,4.918,1,very_habitable
79.86,0.5579999999999999,3.2,17.8,3.4,0,non_habitable
15.77,0.932,1.0,7.1,4.5,1,very_habitable
28.328000000000003,0.565,2.51,8.281,3.9360000000000004,1,very_habitable
34.375,0.772,-1.453,12.196,5.039,1,very_habitable
22.13,0.41700000000000004,2.2,11.195,,1,potentially_habitable
60.906000000000006,0.75,-8.424,27.272,3.275,0,non_habitable
17.484,0.665,0.898,6.67,5.551,1,very_habitable
79.579,0.6703386410000001,3.7,16.55,3.1439999999999997,0,non_habitable
72.32,0.489,13.4,13.05,4.3,0,non_habitable
30.42,1.291,0.2,4.05,3.8,1,very_habitable
80.95,0.629,13.0,13.975,3.2,0,non_habitable
78.41,0.614,-1.7,22.15,3.0,0,non_habitable
77.672,0.622731965,1.7,17.95,3.391,0,non_habitable
36.56,0.747,2.0,8.545,5.3,1,very_habitable
97.375,0.519,7.357,15.299000000000001,3.641,0,non_habitable
69.154,0.595,6.013,11.9615,,1,very_habitable
51.81,0.919,3.3,8.435,,1,potentially_habitable
83.45,0.823,-1.9,4.35,3.9,1,very_habitable
35.83,0.358,-6.2,17.6,4.6,1,very_habitable
50.59,0.96,4.3,6.665,4.5,1,potentially_habitable
86.51,0.65,1.8,7.9,3.7,1,very_habitable
37.125,0.64,-1.2329999999999999,11.731,5.324,1,very_habitable
61.708,0.732,4.292,12.036,,0,non_habitable
52.479,0.6659999999999999,7.642,12.780999999999999,,1,potentially_habitable
89.67,0.491,4.9,20.405,3.3,0,non_habitable
64.74,0.45799999999999996,15.1,12.705,,1,very_habitable
87.01,0.46399999999999997,12.1,15.205,,0,non_habitable
18.842,1.734,3.301,3.8375,,1,very_habitable
291.37,0.703,4.9,5.05,4.2,1,potentially_habitable
58.843999999999994,0.7228806109999999,5.0,7.1,3.528,0,non_habitable
152.6,0.8390000000000001,5.6,11.4,4.2,1,potentially_habitable
22.42,0.561,-9.5,14.45,4.6,1,very_habitable
63.458,0.02201574,3.6,20.2,2.6289999999999996,0,non_habitable
90.22,0.511,9.2,20.195,,0,non_habitable
102.18799999999999,0.601,6.5520000000000005,13.809000000000001,3.486,0,non_habitable
69.85,0.61,2.9,18.53,3.0,0,non_habitable
88.06,0.503245771,9.7,13.25,3.158,0,non_habitable
29.468000000000004,1.245,3.3289999999999997,6.2995,,1,potentially_habitable
23.5,0.711,0.3,12.3,5.2,1,very_habitable
60.36,0.7929999999999999,9.5,9.275,3.4,0,non_habitable
36.094,0.11800000000000001,2.679,17.585,6.422000000000001,1,very_habitable
70.0,0.45299999999999996,-8.4,31.445,2.6,0,non_habitable
28.094,0.912,1.891,8.802999999999999,5.105,1,very_habitable
65.688,0.547,3.429,37.294000000000004,2.66,0,non_habitable
63.963,0.65571455,6.0,11.5,3.029,0,non_habitable
69.34,0.6509999999999999,10.1,12.05,3.7,0,non_habitable
77.53,0.9790000000000001,6.6,8.0,4.2,1,potentially_habitable
47.125,0.8640000000000001,2.279,5.191,4.242,1,potentially_habitable
59.23,0.446,2.3,13.045,3.3,0,non_habitable
68.53,0.7,6.0,14.32,,1,potentially_habitable
68.375,0.82,2.926,9.037,4.383,1,potentially_habitable
100.24,0.797,1.4,10.38,4.7,1,very_habitable
38.5,0.897,2.6,8.25,3.3,1,potentially_habitable
79.41,0.513,-10.2,43.805,2.2,0,non_habitable
44.218999999999994,1.038,1.1520000000000001,6.122999999999999,3.9019999999999997,1,very_habitable
29.4,0.825,7.9,12.695,3.5,1,very_habitable
75.13,0.5489999999999999,8.6,18.9,3.1,0,non_habitable
305.87,0.6659999999999999,4.4,4.8,4.3,1,potentially_habitable
49.375,-0.013000000000000001,8.292,23.544,3.1910000000000003,0,non_habitable
92.81299999999999,0.6459999999999999,5.412999999999999,12.898,3.1839999999999997,0,non_habitable
129.5,0.192,1.351,15.69,5.82,1,very_habitable
69.0,0.6940000000000001,6.6,14.4,,1,potentially_habitable
67.5,0.696,-1.3730000000000002,37.75,2.102,0,very_habitable
118.88,0.384,10.7,19.515,,0,non_habitable
88.41,0.456,13.4,18.05,3.6,0,non_habitable
68.18,0.684,-2.3,8.35,4.1,1,potentially_habitable
60.24,0.6509999999999999,5.1,11.65,3.5,1,potentially_habitable
33.5,0.597,6.0,9.9,3.6,1,very_habitable
81.694,0.971,5.377999999999999,9.388,,1,very_habitable
73.99,0.862,6.1,7.84,4.6,0,non_habitable
73.375,0.584,3.028,11.425,3.065,0,non_habitable
95.56,0.425,11.0,18.035,3.4,0,non_habitable
71.56,0.38,8.2,14.51,2.7,0,non_habitable
66.115,0.6966184590000001,3.6,14.0,3.675,0,non_habitable
69.7,0.496,13.0,13.785,4.2,0,non_habitable
88.82,0.581,11.3,13.885,,0,non_habitable
94.54,0.579,12.0,13.41,,0,non_habitable
80.813,0.657,-5.069,38.223,2.248,0,non_habitable
81.25,0.564,2.9960000000000004,10.481,3.3160000000000003,0,non_habitable
65.282,0.628,9.904,19.271,,0,non_habitable
75.31,0.626,11.4,13.17,3.2,0,non_habitable
82.18799999999999,0.6859999999999999,3.887,20.624000000000002,2.342,0,non_habitable
118.87,0.39399999999999996,12.1,20.855,,0,non_habitable
71.57,0.636,-5.1,17.625,3.3,0,non_habitable
15.585999999999999,0.5479999999999999,1.2570000000000001,13.538,4.656000000000001,1,very_habitable
75.88,0.5920000000000001,7.3,12.25,3.4,0,non_habitable
33.094,1.023,2.804,8.231,4.363,1,very_habitable
66.49,0.595,2.3,9.95,3.0,0,non_habitable
75.398,0.512684396,3.1,11.35,3.138,0,non_habitable
63.031000000000006,0.7,1.23,8.487,5.8629999999999995,1,potentially_habitable
35.8,0.777,2.5,8.195,5.7,1,very_habitable
65.7,0.736,7.4,13.6,3.1,0,non_habitable
104.21600000000001,0.495821753,-14.3,33.35,2.7,0,non_habitable
45.45,0.493,-5.8,11.9,4.4,0,non_habitable
37.36,0.43799999999999994,4.4,12.545,5.0,1,potentially_habitable
71.73,0.423,18.6,22.62,2.5,0,non_habitable
66.6,0.565,10.8,13.5,3.5,0,non_habitable
49.15,0.69,-3.2,18.6,3.7,0,non_habitable
16.51,0.8140000000000001,2.0,8.275,5.5,1,very_habitable
77.631,0.284656283,6.3,15.15,2.845,0,non_habitable
63.4,0.34600000000000003,0.1,15.585,2.8,0,non_habitable
33.43,0.8029999999999999,2.3,8.365,,1,very_habitable
15.887,1.031,6.7860000000000005,8.533,,1,very_habitable
103.58200000000001,0.6828667959999999,6.6,12.4,3.4,1,non_habitable
97.25,0.46399999999999997,9.1,15.135,3.5,0,non_habitable
61.313,0.523,8.082,15.110999999999999,3.2439999999999998,1,very_habitable
242.75,0.889,4.9,8.42,4.1,1,potentially_habitable
54.88399999999999,1.042,3.9610000000000003,9.2845,,1,very_habitable
54.01,0.483,4.5,11.65,3.4,0,non_habitable
34.32,1.042,0.4,4.7,3.9,1,potentially_habitable
71.24,0.7070000000000001,4.0,8.925,,0,non_habitable
82.132,0.6294095989999999,-6.3,28.75,3.0639999999999996,0,non_habitable
43.25,-0.012,3.818,17.813,4.191,1,very_habitable
74.26,0.53,8.9,17.65,3.3,0,non_habitable
78.76,0.603,14.2,16.6,3.4,0,non_habitable
87.40799999999999,0.678700435,-1.8,14.4,3.1010000000000004,0,non_habitable
74.898,1.227,2.434,7.916,,1,very_habitable
78.57,0.6579999999999999,-0.6,14.2,3.2,1,potentially_habitable
62.61,0.48,8.7,11.92,3.3,0,non_habitable
40.311,0.214,9.134,20.949,,1,very_habitable
76.47,0.502,-9.2,23.9,3.7,0,non_habitable
37.219,0.348,0.672,19.006,5.144,1,very_habitable
75.107,0.480725379,-16.0,75.5,0.6459999999999999,0,non_habitable
80.243,0.7082508890000001,3.1,15.85,3.208,0,non_habitable
104.43799999999999,0.54,4.2330000000000005,11.49,4.227,1,very_habitable
24.54,0.904,0.7,5.95,5.0,1,very_habitable
54.593999999999994,0.8959999999999999,2.275,8.613999999999999,3.3539999999999996,1,potentially_habitable
28.859,0.046,1.619,17.326,5.102,1,very_habitable
76.16,0.473,12.7,21.64,3.1,0,non_habitable
41.339,1.462,4.787,5.2405,,1,very_habitable
41.01,0.253,4.5,15.51,,1,very_habitable
68.063,0.675,-1.635,38.745,1.75,0,non_habitable
73.68,0.521,14.7,15.98,3.3,0,non_habitable
88.0,1.051,6.5,6.38,5.4,1,potentially_habitable
34.656,0.956,0.531,7.672000000000001,3.1860000000000004,1,potentially_habitable
76.76,0.595,14.4,16.7,3.4,0,non_habitable
29.54,0.519,4.2,14.81,2.8,1,very_habitable
61.935,0.034227261,2.7,19.35,2.762,0,non_habitable
144.11700000000002,0.672,9.187999999999999,13.439,,1,potentially_habitable
90.68,0.48,11.1,18.01,4.2,0,non_habitable
53.57,1.05,-4.6,7.61,4.8,1,potentially_habitable
44.71,0.78,3.7,7.35,,1,potentially_habitable
42.42,1.025,1.0,5.6,3.8,1,potentially_habitable
78.23,0.513,3.0,13.495,,0,non_habitable
30.87,0.927,0.8,2.6,4.9,1,potentially_habitable
120.0,1.0070000000000001,1.1,4.95,4.5,1,potentially_habitable
44.08,0.207,16.0,11.275,,1,very_habitable
18.25,0.795,0.198,7.566,4.918,1,very_habitable
81.91,0.39799999999999996,-9.6,35.2,1.9,0,non_habitable
73.93,0.33399999999999996,5.9,14.05,3.0,0,non_habitable
79.25,0.6709999999999999,1.088,17.369,3.49,0,very_habitable
75.0,0.623,0.8959999999999999,8.381,3.3480000000000003,0,non_habitable
273.48,0.5379999999999999,5.3,10.045,5.1,1,very_habitable
102.375,0.643,5.74,12.424000000000001,3.5269999999999997,0,non_habitable
238.02,0.893,5.1,8.515,4.3,1,potentially_habitable
73.63,1.094,0.8,3.9,4.8,1,potentially_habitable
79.38,0.606,4.8,13.775,,0,non_habitable
84.45,0.405,3.2,16.485,2.8,0,non_habitable
73.8,0.635,-9.0,22.545,2.9,0,non_habitable
76.803,1.08546897,1.9,6.65,4.612,1,potentially_habitable
79.26,0.614,1.0,24.1,2.8,0,non_habitable
29.7,0.848,4.4,7.2,,1,potentially_habitable
20.62,0.586,5.8,10.4,4.3,1,very_habitable
20.498,1.505,1.321,6.4785,,1,very_habitable
86.1,0.655,13.9,13.115,3.5,0,non_habitable
51.74,0.633,1.7,8.85,3.3,0,non_habitable
72.35,0.49700000000000005,13.2,18.6,3.7,0,non_habitable
100.12,0.96,3.0,5.3,4.6,1,potentially_habitable
73.672,0.356599436,4.2,13.2,3.054,0,non_habitable
66.7,0.605,6.7,21.15,3.9,1,potentially_habitable
101.41,0.55,16.8,15.515,,0,non_habitable
74.99,0.38,11.0,17.0,3.1,0,non_habitable
37.073,0.611085733,4.4,16.5,3.715,1,very_habitable
99.0,0.34600000000000003,4.1,19.565,,0,non_habitable
131.875,0.29,1.229,11.222999999999999,3.775,1,potentially_habitable
28.403000000000002,1.091350352,1.8,5.8,4.695,1,very_habitable
66.13,0.723,7.9,9.85,3.5,0,non_habitable
58.872,0.951483231,0.7,6.75,4.493,1,potentially_habitable
68.904,0.939718882,6.1,6.55,3.895,1,potentially_habitable
46.18,0.6679999999999999,4.3,16.61,3.1,1,potentially_habitable
74.95,0.583,13.3,12.69,3.7,0,non_habitable
90.42,0.86,-1.3,5.75,3.9,1,very_habitable
63.27,0.258,3.9,16.665,3.1,0,non_habitable
95.071,1.234,6.045,5.9875,,1,potentially_habitable
80.83,0.39799999999999996,8.6,13.4,3.1,0,non_habitable
24.31,0.8759999999999999,-3.0,8.6,5.1,1,very_habitable
165.0,0.8759999999999999,5.9,8.45,4.4,1,potentially_habitable
110.37,0.45299999999999996,13.2,19.63,3.2,0,non_habitable
25.3,0.677,3.7,6.85,4.0,1,very_habitable
77.375,0.38,6.5920000000000005,16.358,2.75,0,non_habitable
30.906,0.85,-1.111,11.17,5.352,1,very_habitable
81.375,0.741,2.505,6.675,4.004,1,non_habitable
20.94,0.623,6.5,9.55,4.2,1,very_habitable
37.080999999999996,1.2690000000000001,5.612,2.847,,1,potentially_habitable
37.768,1.255,3.9339999999999997,7.813,,1,very_habitable
62.7,0.465,3.9,10.95,3.1,0,non_habitable
83.52,0.493,-5.5,27.15,3.2,0,non_habitable
159.61,0.7809999999999999,1.3,13.73,,1,potentially_habitable
36.2,0.9129999999999999,2.6,8.54,3.4,1,potentially_habitable
48.438,0.9129999999999999,1.534,8.329,3.674,1,potentially_habitable
60.99,0.6609999999999999,6.2,13.5,3.7,1,potentially_habitable
47.71,0.838,3.2,9.0,3.8,1,potentially_habitable
79.75,0.226,5.8,19.7,2.6,0,non_habitable
40.983999999999995,0.871,5.558,11.293,,1,very_habitable
44.563,0.953,2.241,8.013,3.344,1,potentially_habitable
42.5,1.057,0.672,5.871,4.422,1,potentially_habitable
32.906,0.8390000000000001,0.03,3.6319999999999997,5.223,1,very_habitable
59.35,0.747,5.1,8.205,,0,non_habitable
67.49,0.621,5.2,17.925,3.0,0,non_habitable
115.71,0.8290000000000001,8.2,11.5,3.9,1,potentially_habitable
38.719,0.9570000000000001,0.069,6.181,3.594,1,potentially_habitable
66.438,0.249,2.656,9.112,7.172000000000001,1,very_habitable
69.82,0.736,-11.1,21.085,2.8,0,non_habitable
41.04,0.633,13.7,10.65,3.2,1,very_habitable
32.219,1.013,1.3419999999999999,5.055,4.637,1,potentially_habitable
80.51,0.5379999999999999,10.1,14.465,3.9,0,non_habitable
29.99,0.5,5.3,7.25,3.5,1,potentially_habitable
59.54600000000001,0.38299999999999995,9.408999999999999,22.6825,,0,non_habitable
70.13,0.423,4.0,11.34,2.9,0,non_habitable
58.333999999999996,0.617,8.142999999999999,13.0815,,0,non_habitable
90.38,0.603,10.8,13.985,,0,non_habitable
27.41,0.483,5.0,10.62,,1,potentially_habitable
58.55,0.519,2.5,11.1,3.3,0,non_habitable
79.188,0.519,0.655,11.796,5.141,1,very_habitable
66.94,0.838,4.0,8.0,4.2,1,potentially_habitable
84.6,0.616,4.3,7.58,5.7,1,potentially_habitable
72.05,0.684,-14.4,28.625,2.3,0,non_habitable
79.813,0.7020000000000001,3.406,9.289,3.8710000000000004,1,potentially_habitable
36.1,0.7829999999999999,0.5,8.115,4.3,1,potentially_habitable
73.72,0.63,15.6,13.93,3.7,0,non_habitable
100.87,0.6579999999999999,7.6,10.135,,1,potentially_habitable
62.092,0.764,11.884,10.66,,1,potentially_habitable
17.21,0.155,-0.5,18.505,,1,very_habitable
120.345,0.568319085,2.0,84.4,0.833,0,non_habitable
34.314,0.775537635,3.1,9.25,3.5210000000000004,1,very_habitable
47.02,0.8590000000000001,4.9,7.025,,1,potentially_habitable
21.419,0.40399999999999997,18.267,16.3275,,1,very_habitable
89.13,0.47100000000000003,11.7,15.875,3.9,0,non_habitable
78.55,0.754,2.0,9.795,5.7,1,potentially_habitable
46.125,1.162,1.351,4.263999999999999,4.629,1,potentially_habitable
27.233,1.429,5.515,4.7795,,1,very_habitable
92.33,0.401,14.7,16.855,3.6,0,non_habitable
47.71,0.760271661,-0.6,7.3,3.4589999999999996,1,potentially_habitable
81.0,0.486,3.352,12.322000000000001,2.938,0,non_habitable
66.27,1.0290000000000001,1.9,4.185,4.6,1,potentially_habitable
60.02,0.6659999999999999,11.341,15.0105,,0,non_habitable
27.703000000000003,0.995,3.242,8.33,4.0,1,very_habitable
83.97,0.519,-2.0,37.47,3.0,0,non_habitable
54.51,0.436,0.5,11.55,3.0,0,non_habitable
102.887,0.875813389,10.5,8.75,3.9730000000000003,1,potentially_habitable
23.61,0.555,1.0,13.805,,1,potentially_habitable
89.6,0.47,4.4,20.455,3.3,0,non_habitable
82.06299999999999,0.42100000000000004,5.444,15.21,2.654,0,non_habitable
119.43799999999999,0.38299999999999995,5.89,15.545,2.656,1,very_habitable
38.125,0.938,0.28800000000000003,6.744,3.57,1,potentially_habitable
274.0,0.92,6.9,7.65,4.5,1,potentially_habitable
37.509,0.9309999999999999,7.813,6.5885,,1,very_habitable
